,X,Y1,Y2,Y3,Y4,Y5,mean,std
57,47.0,1.3032896822771896,1.7703154435593398,1.521446267359614,1.0541192660285605,1.5478824246706895,1.4394106167790788,0.27155677087523855
58,48.0,1.3249549795506663,1.8053382645039322,1.7981190284346675,0.9133789421959762,1.5053093050071473,1.469420103938478,0.3715588695053297
59,49.0,1.404375239813589,1.7562629621964492,1.4667296148828894,0.9396806771136618,1.691257053250503,1.4516611094514187,0.3220153262659946
60,50.0,1.3008191388359118,1.7568444678050077,1.5754139498120356,0.8599362273288187,1.3825504709746217,1.3751128509512789,0.33794281501798473
61,51.0,1.344659722949128,1.8077224112077612,1.4504383952788213,0.8566701527616983,1.4508960821392465,1.3820773528673311,0.34206569919364577
62,52.0,1.4334933405232617,1.7067027709659754,1.6457476161592914,0.8485786422026687,1.4909143117207362,1.4250873363143868,0.34086813363804674
63,53.0,1.2743326137904678,1.6035420036170587,1.4344684969522492,0.8570219193059522,1.45638519511614,1.3251500457563734,0.2865316843590085
64,54.0,1.2472365056364974,1.720346300109633,1.344881496078427,0.8033421475797037,1.480405142265634,1.3192423183339792,0.3386934641736671
65,55.0,1.2344202179179642,1.6828964433415663,1.3646874447166737,0.8097712818183019,1.477766443406593,1.3139083662402198,0.3263635821134387
66,56.0,1.1693451479158992,1.8368654189522378,1.315768659317202,0.8534119319668667,1.4086777311457872,1.3168137778595985,0.3589505729148321
67,57.0,1.0927098556689094,1.5335435787395648,1.355645108726131,0.9898572807341403,1.4448023460509953,1.283311633983948,0.23257896678681853
68,58.0,1.2167942836057835,1.5593012070198085,1.2635109133900022,1.051448096608729,1.2872599107140603,1.2756628822676768,0.18335119491094742
69,59.0,1.2676161435824036,1.6041397278748848,1.300459742724341,1.055319620282824,1.2512902829709092,1.2957651034870725,0.1972950535371304
70,60.0,1.01076367898711,1.5415375435612144,1.3570941600201025,1.1529625725407604,1.2772382010265668,1.2679192312271508,0.2014013427165465
71,61.0,1.0590381818370724,1.4242319696259786,1.2414840772515847,1.0758150275858003,1.2221565751928138,1.2045451662986502,0.14805460779889457
72,62.0,1.0038572241206223,1.6187590548751303,1.157671355923333,1.144022958282578,1.1471362326196286,1.2142893651642583,0.23480306961155858
73,63.0,1.0157160370858687,1.5293892640304974,1.3397444951323958,1.0861086289635065,,1.2427396063030671,0.2363972213418941
74,64.0,1.1400517448534102,1.3912167648498939,1.2330131615854896,1.0693198551882859,,1.2084003816192699,0.13909534846675378
75,65.0,1.0760801819077752,1.5384964932965772,1.2294991963162665,1.1254394252852873,,1.2423788242014766,0.20751033726249649
76,66.0,1.064486730894432,1.3852434978182802,1.1800163643177335,1.05305170355987,,1.170699574147579,0.15409746622277107
77,67.0,1.074762232850845,1.462845360215382,1.183912039618336,1.0009466949656567,,1.180616581912555,0.20260828778259654
78,68.0,0.9239855848043699,1.3052158565916898,1.2171436173164742,0.9595839496546108,,1.1014822520917864,0.18843666322388336
79,69.0,0.8344478139043706,1.3689151725017832,1.0771060009691333,0.8492101094026488,,1.032419774194484,0.2503229183006024
80,70.0,0.8411078559627384,1.422558735121522,1.0677217792109843,0.8228031662752423,,1.0385478841426217,0.27919156973802495
81,71.0,0.7697850650534747,1.1967580718113398,1.1092799268791114,0.7869333190679232,,0.9656890957029621,0.21934996043061922
82,72.0,0.7752221820958908,1.220050073540551,1.104041989238989,0.795083381067901,,0.9735994064858329,0.22284126875027935
83,73.0,0.7774050072139899,1.2343690430762444,0.95862506080708,0.7835896597883918,,0.9384971927214265,0.214392411943628
84,74.0,0.876230577200219,1.236808520248842,1.0261644152547142,0.713634200887126,,0.9632094283977253,0.22261544433883043
85,75.0,0.8080210617008259,1.0631819650188878,0.9891948514483673,0.7004555777796345,,0.890213363986929,0.16581019649428003
86,76.0,0.8310175065676199,,0.8546960601228396,0.649569997557539,,0.7784278547493328,0.11222044820202068
87,77.0,0.8531756685094847,,0.9475150421324846,0.622140385887327,,0.8076103655097654,0.16740464258722274
88,78.0,0.7655932116335182,,0.9130102204138192,,,0.8393017160236687,0.10423956657078762
89,79.0,0.7285118317239392,,0.9029289472907163,,,0.8157203895073277,0.12333152517226581
90,80.0,0.729847818752002,,0.7639040956726187,,,0.7468759572123104,0.024081424352535012
91,81.0,,,0.7902669120091198,,,0.7902669120091198,
92,82.0,,,0.8728098722543184,,,0.8728098722543184,
93,83.0,,,0.8787960576344042,,,0.8787960576344042,
94,84.0,,,0.816911204682323,,,0.816911204682323,
95,85.0,,,0.7769745263770671,,,0.7769745263770671,
96,86.0,,,0.7599803058468988,,,0.7599803058468988,
97,87.0,,,0.7056576701163141,,,0.7056576701163141,
98,88.0,,,0.6981009962653286,,,0.6981009962653286,
99,89.0,,,0.65971573202043,,,0.65971573202043,
100,90.0,,,0.65971573202043,,,0.65971573202043,
