,X,Y1,Y2,Y3,Y4,Y5,mean,std
0,-10.0,1.065459216215356,1.0267509795607725,1.0976102875915208,1.013432501378808,1.043983016315967,1.0494472002124848,0.033234402025474605
1,-9.0,1.0372819190164673,1.0686147681948448,1.084750669730482,1.0585533294050387,1.0337145594051724,1.0565830491504014,0.021433388464404794
2,-8.0,1.0289529529325132,1.036783868365194,1.058023204157903,1.0623677450800537,1.0126585893061004,1.039757271968353,0.020644556267531738
3,-7.0,1.020182212742318,1.1766313145667093,1.075263707928101,1.0301866530435912,1.0479951570784551,1.0700518090718352,0.06314479012872354
4,-6.0,1.002534908130421,1.1298575947779403,1.0484682515917574,0.9981927710164784,0.9844576524738351,1.0327022355980864,0.05940589547924207
5,-5.0,1.064694955443755,1.0706342592676787,0.986881544855167,0.9813033063691565,0.9947941293571054,1.0196616390585727,0.04413189577017498
6,-4.0,1.146933349290932,1.041131963042418,0.9510452627591853,0.9340315499464323,1.051970087611629,1.0250224425301193,0.08602314670171028
7,-3.0,1.192063607519827,1.0581766598431608,1.0575864598073217,1.0144994687823587,1.1169034717847566,1.0878459335474848,0.06870456597514372
8,-2.0,1.242911676687483,0.9920545666123457,1.1519104224538124,0.9770119667006731,1.3447571348572025,1.1417291534623033,0.15897810858507397
9,-1.0,1.392631439878951,1.07318598549123,1.23599237272876,1.110480569130391,1.4240746171297216,1.2472729968718108,0.15932168573294828
10,0.0,1.4253537671226668,1.4027782386243428,1.4893283920096316,1.5118745342035695,1.557812372579039,1.47742946090785,0.06339192179623593
11,1.0,1.4787732008138796,1.39639205305523,1.5543753540383478,1.4513502028043415,1.9029272627097982,1.5567636146843193,0.20171050099240856
12,2.0,1.3796647274354208,1.8902829030364021,2.0452195327386558,1.6010094698821473,1.8592459874932374,1.7550845241171724,0.26362173725857324
13,3.0,1.3919216517946014,1.806016540573335,2.0333318602174035,1.9404814962953483,2.195074751887155,1.8733652601535689,0.30410306534960485
14,4.0,1.5251459576837867,1.7766976717098395,2.0193451433883167,1.9586597130882997,2.2641372548656613,1.9087971481471808,0.2764110316612028
15,5.0,1.4063918573129708,1.9374361292204532,1.9592283912727848,2.160507429821562,2.1356546560121266,1.9198436927279796,0.3041327184872291
16,6.0,1.3758719885671382,2.071575273415685,2.037182201313532,2.3253350623932536,2.228010356509238,2.0075949764397696,0.372016302625462
17,7.0,1.4029041745036719,2.1034338183004593,1.9483171906929226,2.37615787925979,2.2056804825952927,2.0072987090704273,0.3719630182056434
18,8.0,1.4904349871001283,2.094832347657768,1.9674679451204256,2.601563167336209,2.21585035726193,2.074029760895292,0.40335332050920997
19,9.0,1.4382808634144513,2.016953037181227,2.059712370675607,2.64273694804577,2.2432250669751017,2.0801816572584313,0.435747945454845
20,10.0,1.5509958860607906,2.0404427962609653,2.02824398918011,2.582141716682481,2.2997079209060387,2.1003064618180773,0.3815903961619337
21,11.0,1.4623809492603104,2.048774152946112,2.043210210749008,2.5102000098204,2.0840831412021905,2.0297296927956046,0.3729058311133616
22,12.0,1.4757855675040799,1.9386326478951708,2.005009177102961,2.359168149492344,2.264189902389152,2.0085570888767412,0.34533453356149774
23,13.0,1.5185608026057624,1.8886225748655414,2.128062301100716,2.49096545608092,2.069802093567422,2.0192026456440724,0.35519863735411544
24,14.0,1.5889080834718712,1.7778352800127821,2.2262694327082304,2.4162711455627406,2.083205673554986,2.018497923062122,0.3346810301509736
25,15.0,1.5054428170315983,1.7377427455446348,2.2335368702144502,2.2734717157396553,1.979145524786751,1.945867934663418,0.32729017341178274
26,16.0,1.6710161140578694,1.7913934495769155,2.2170882840243795,2.28742200670305,2.243197138503314,2.042023398573106,0.28801078153642573
27,17.0,1.595521367262824,1.818617046259739,2.1197501113501325,2.307843572938062,2.169492998978959,2.002245019357943,0.2890991053944182
28,18.0,1.4279072071378962,1.9541833865220586,2.1902430807005167,2.2512922619022353,2.188773638915833,2.0024799150357078,0.3407103950638715
29,19.0,1.6026737697818552,1.839874145957262,2.2008188624254785,2.1619081663154605,2.1512439415693247,1.991303777209876,0.2610304103859953
30,20.0,1.5253442076491799,1.9481297129462427,2.059171635875608,2.2007108437979865,2.077091148498821,1.9620895097535676,0.2600633538316973
31,21.0,1.4991922866179301,2.01190464741618,2.0284277404886124,2.0117528816508163,2.1534797008017375,1.9409514513950552,0.253977713670858
32,22.0,1.5386163419845578,2.13925886780261,1.9927866513150228,2.000088464544337,2.166447233546738,1.9674395118386532,0.2523508009594176
33,23.0,1.3906005664284184,2.003292967257059,1.8810496352665014,1.884458279513884,2.1331733675338582,1.8585149631999442,0.28130173272777176
34,24.0,1.4594007300933418,2.08564198149375,1.9837206219301236,1.758973421213275,2.044479697573129,1.8664432904607238,0.2601597680422394
35,25.0,1.366190403162701,1.983542915049793,1.9440504591499639,1.8228607367741454,2.1666140482244574,1.8566517124722122,0.30062879676007476
36,26.0,1.532671038869558,2.1723038384727023,2.0510149582913595,1.7888724889090029,2.2410322257197506,1.9571789100524746,0.29333880909563437
37,27.0,1.394371814781361,2.117545387951833,1.8764407684492606,1.6817131304946624,2.070419837139687,1.8280981877633606,0.29765064260490953
38,28.0,1.5155649584970388,2.130478937761366,1.8301668958426478,1.6972280026473714,2.2238732552396825,1.8794624099976214,0.29567250027591196
39,29.0,1.398744213533258,2.0469740398234477,1.7726035949830448,1.4734872861259016,2.034039988212244,1.7451698245355793,0.3037706672903635
40,30.0,1.4517536093812489,2.0938392509849315,1.7609866260386953,1.5564905763880619,1.990450278248035,1.7707040682081945,0.27405108425302743
41,31.0,1.3852411673808742,1.9829779138328505,1.5800239134656802,1.5548505957317387,2.113540546790361,1.7233268274403009,0.3093975245440692
42,32.0,1.5588087930024563,2.1329626758820144,1.4989118752698516,1.6565747392024004,1.8719552035749063,1.7438426573863262,0.2596495339039618
43,33.0,1.4464540571200732,1.946908584271033,1.7500497095393222,1.6114826002337606,1.8713919835265855,1.725257386938155,0.20110645916180975
44,34.0,1.4800596651833988,2.038517427343934,1.52902849686856,1.479227987388821,1.8905558507285036,1.6834778855026435,0.26262424052234495
45,35.0,1.4745495335617587,2.068798182233495,1.572025329220124,1.5293798447031473,2.0015113013102215,1.7292528382057495,0.28238235952915647
46,36.0,1.5253103707298301,2.071302489144753,1.7203422228272633,1.4355250782953786,1.8814523157364016,1.7267864953467253,0.2588822881548487
47,37.0,1.3658354823906163,2.132952853937911,1.5085206292339812,1.3625703350737295,1.891551846797987,1.652286229486845,0.3445817454872317
48,38.0,1.4775058635282323,2.102621041307598,1.6916059200166909,1.3247262721283442,1.9139340071311914,1.7020786208224112,0.3155369753142964
49,39.0,1.405120400476733,2.0958784273665714,1.714777840392767,1.3587051381833972,1.6702573797688616,1.648947837237666,0.2950539279449499
50,40.0,1.2863190154220583,2.0158916933213518,1.6968156682212834,1.2155448181342676,1.8230311541639688,1.6075204698525858,0.34568802030506096
51,41.0,1.4290090233965909,2.020232957738282,1.781781211365943,1.2592336551168393,1.7011596352044438,1.6382832965644198,0.29912580182736276
52,42.0,1.3338651366537322,2.018034022254494,1.7058415479664353,1.141060528202609,1.6685533333474076,1.5734709136849356,0.34226768716520956
53,43.0,1.4661219917685202,2.0237995219878195,1.498970266549025,1.2160524804935926,1.6358940100061805,1.5681676541610274,0.29638402008530024
54,44.0,1.3896137611038681,1.9966357657062772,1.5954463359799642,1.0438195077584838,1.5524987062506805,1.5156028153598549,0.3455364398266242
55,45.0,1.3771204429517325,1.9724146889291525,1.4609516314335969,1.0729740860686185,1.6628090056553488,1.50925397100769,0.33474972835629874
56,46.0,1.3638970032270206,1.8267223482597972,1.6732254817224512,1.1016152699372994,1.780186347569363,1.5491292901431863,0.30839298502984824
