distance,1,2,3,4,5,6,7,8,9,10,11
75.453,1.01145832,1.12407826,0.86734013,0.95530129,,0.77410676,0.99120407,0.89041707,0.88480267,0.95649007,0.95867265
75.832,0.98879697,1.13025011,0.8632683,0.95484943,,0.77907745,0.98223718,0.87780256,0.9067756,0.97612356,0.97588092
76.211,0.98582902,1.14369987,0.8596647,0.99036563,,0.8126603,0.96651653,0.87731802,0.90251404,1.01148333,0.99340704
76.59,0.99463733,1.15323037,0.87079911,1.02013878,,0.81790175,0.95733505,0.88800717,0.89877314,1.01797367,1.02306678
76.969,1.00959767,1.15052829,0.87856226,1.02019903,,0.78212298,0.98256968,0.89396062,0.87951586,0.99285169,1.01617101
77.348,1.02821196,1.14251298,0.87462201,1.0056137,,0.78667048,1.00664411,0.8969026,0.86891014,0.97082189,1.03069271
77.727,1.0736255,1.15684155,0.87271471,0.96255055,,0.7666182,1.00041975,0.88463733,0.87165102,0.96564208,0.99786534
78.107,1.11216656,1.16502354,0.8703534,0.93813061,,0.77541152,0.99890817,0.86270867,0.86953859,1.00329526,1.00262
78.486,1.13239246,1.13928564,0.87931498,0.94680632,,0.76594876,1.00003301,0.85624874,0.87161891,1.06098538,1.03490405
78.865,1.13169237,1.11845694,0.914424,0.95152339,,0.75939827,0.98400108,0.866084,0.87258223,1.09256251,1.02310114
79.244,1.11548533,1.10953252,0.93211601,0.95044956,,0.74997388,0.95199618,0.88654258,0.87882548,1.07041628,1.02466455
79.623,1.11811342,1.09218873,0.91988985,0.94659191,,0.75082028,0.94078432,0.88621345,0.89074316,1.07030256,1.02659949
80.002,1.12167966,1.07685509,0.91330854,0.99732428,,0.74416959,0.92874711,0.88963266,0.90089933,1.06111535,1.0035907
80.382,1.11817293,1.0936231,0.8939712,1.02557528,,0.74974363,0.91647173,0.89172442,0.87162808,1.02887755,1.01883182
80.761,1.09100093,1.11529526,0.89207457,1.00148494,,0.7532955,0.93568245,0.89636869,0.8567631,1.00314092,1.00818644
81.14,1.0669159,1.14050284,0.89702833,0.97424043,,0.76741449,0.95267179,0.89083579,0.86392609,0.968607,0.96728001
81.519,1.0667076,1.16298309,0.89916797,0.96728888,,0.77159423,0.96236617,0.87450952,0.87960302,0.9827547,0.98555991
81.898,1.08459517,1.17719045,0.91887397,0.974306,,0.77511092,0.97437155,0.86876451,0.88538754,0.96177278,0.98787926
82.277,,1.18461484,0.91685406,0.96722863,,0.76208456,0.95755082,0.86578413,0.86651789,0.93157117,0.96723276
82.657,,1.18298349,0.91065563,0.94688784,,0.76855723,0.92702566,0.85866047,0.85899021,0.98366178,0.98676898
83.036,,1.1767561,0.91132656,0.94019853,,0.78261546,0.91173065,0.86100455,0.86961199,1.00606523,1.03705374
83.415,,1.17272571,0.91119498,0.92461911,,0.79285746,0.93141065,0.89353276,0.86337103,1.0113317,1.02561592
83.794,,1.15817996,0.91241476,0.94140704,,0.79478477,0.94554426,0.91420161,0.85849937,1.02479706,1.01418883
84.173,,1.14750803,0.91453543,0.96213413,,0.8039352,0.94000849,0.89076996,0.85205199,1.02889651,0.99035967
84.552,,1.12789147,0.92977249,0.98586298,,0.79392665,0.93406475,0.8780622,0.86121732,1.04329873,1.01567493
84.932,,1.12472979,0.91380759,0.99005376,,0.79491908,0.91982738,0.85671134,0.86500639,0.98721427,1.04236677
85.311,,1.14896766,0.91369735,0.98963911,,0.76991956,0.91676532,0.84311313,0.85942829,0.95939543,1.07281681
85.69,,1.15708903,0.93224048,0.94265453,,0.76054741,0.91123544,0.86106306,0.86885968,0.97782128,1.05415464
86.069,,1.15882644,0.95976534,0.90567643,,0.76801677,0.90258572,0.87338867,0.89757816,0.96775137,1.01225174
86.448,,1.1751601,0.95699152,,,0.76216557,0.89181955,0.86367958,0.88654582,0.9506577,0.98767309
86.827,,1.16990242,0.95669517,,,0.77908491,0.87149578,0.84779763,0.87452723,0.97250608,0.99231179
87.206,,1.14956363,0.94977721,,,0.80024688,0.87878366,0.85675157,0.8880642,0.97281746,0.97156865
87.586,,1.13669468,0.95768379,,,0.78498835,0.90902113,0.86165183,0.89111472,0.98129254,0.95150414
87.965,,1.11651245,0.98126247,,,0.77760746,0.92623214,0.87576749,0.84964598,0.99960197,0.96644461
88.344,,1.09828986,0.97523592,,,0.79759258,0.92730628,0.8716553,0.83828795,0.99496098,0.96641669
88.723,,1.11191135,0.9598495,,,0.79073615,0.92842758,0.86796914,0.84693721,0.95484109,0.9743669
89.102,,1.12509344,0.96116173,,,0.79770664,0.9236134,0.85281856,0.83512045,,0.98763658
89.481,,1.12596719,0.96958752,,,0.80734849,0.91490945,0.84520122,0.83673516,,0.99996779
89.861,,1.14261399,0.9875178,,,0.78912438,0.91009055,0.84541515,0.82312938,,0.97920317
90.24,,1.17074082,0.97935991,,,0.76079471,0.90532943,0.85647364,0.8066772,,0.98795013
90.619,,1.18752904,0.97109653,,,0.73694539,0.8945727,0.8638734,0.81290898,,0.98160198
90.998,,1.18991293,1.00468349,,,0.7145149,0.89259892,0.86020369,0.82117062,,0.95301172
91.377,,1.16056385,1.00156354,,,0.71749007,0.89729991,0.86202849,,,0.96413815
91.756,,1.14995757,0.98223331,,,0.72859765,0.90464557,0.85342561,,,0.93734752
92.136,,1.15765975,0.99348626,,,0.74835998,0.91295925,0.84839553,,,0.91886575
92.515,,1.15009394,0.99641537,,,0.74955388,0.91350634,0.84421934,,,0.90267541
92.894,,1.13047738,0.988248,,,0.72856247,0.90178866,0.82947834,,,0.89040434
93.273,,1.12480555,0.985505,,,0.72247889,0.89412229,0.82964473,,,0.91049248
93.652,,1.136028,0.99607871,,,0.73400967,0.89483682,0.82231446,,,0.90424956
94.031,,1.14312915,1.00239094,,,0.73733021,0.88887422,0.8345523,,,0.91583771
94.41,,1.14275036,1.01695588,,,0.72329224,0.86189101,0.84069408,,,
94.79,,1.15402331,,,,0.72006123,0.85149389,0.83876506,,,
95.169,,1.16401341,,,,,0.86159859,0.81826809,,,
95.548,,1.1826148,,,,,0.87706339,0.81455633,,,
95.927,,1.20550415,,,,,0.88900627,0.81506098,,,
96.306,,1.22002465,,,,,0.90079588,0.81420892,,,
96.685,,1.23890887,,,,,0.89684125,0.82131795,,,
97.065,,1.27153074,,,,,0.87876598,0.83472601,,,
97.444,,1.30007172,,,,,0.86785361,0.82102357,,,
97.823,,1.30662236,,,,,0.86839716,0.81522554,,,
98.202,,1.30676882,,,,,0.87961491,0.81782012,,,
98.581,,1.29597063,,,,,0.90142786,0.81517617,,,
98.96,,1.27269743,,,,,0.92835094,0.79410872,,,
99.34,,1.24293925,,,,,0.93140475,0.78994533,,,
99.719,,1.21515081,,,,,0.90910131,0.7891079,,,
100.098,,1.20364553,,,,,0.88814437,0.78925783,,,
100.477,,1.20905473,,,,,0.88243881,0.78755371,,,
100.856,,1.21453464,,,,,0.89678937,0.78325867,,,
101.235,,1.21644377,,,,,0.90906829,0.78973689,,,
101.614,,1.20430716,,,,,0.91168349,0.7888446,,,
101.994,,1.21875694,,,,,0.91064472,0.78714962,,,
102.373,,1.24086345,,,,,0.90154695,,,,
102.752,,1.25235358,,,,,0.88134934,,,,
103.131,,1.26558112,,,,,0.86846555,,,,
103.51,,,,,,,0.86524431,,,,
103.889,,,,,,,0.86930033,,,,
104.269,,,,,,,0.88888719,,,,
104.648,,,,,,,0.90688818,,,,
105.027,,,,,,,0.90964486,,,,
105.406,,,,,,,0.90324364,,,,
105.785,,,,,,,0.9011496,,,,
106.164,,,,,,,0.8953391,,,,
106.544,,,,,,,0.88883531,,,,
106.923,,,,,,,0.88944371,,,,
107.302,,,,,,,0.89424492,,,,
107.681,,,,,,,0.90722539,,,,
108.06,,,,,,,0.92332217,,,,
108.439,,,,,,,0.91119771,,,,
108.818,,,,,,,0.88519077,,,,
109.198,,,,,,,0.873749,,,,
109.577,,,,,,,0.86910107,,,,
109.956,,,,,,,0.86934278,,,,
110.335,,,,,,,0.87329859,,,,
110.714,,,,,,,0.87481135,,,,
111.093,,,,,,,0.87335519,,,,
111.473,,,,,,,0.85817927,,,,
111.852,,,,,,,0.85762038,,,,
