,X,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y9,Y10,Y11,mean,std
81,71.0,0.6959878600313854,0.5866725296572997,0.5919167577545135,0.596716212305223,0.5620441197715645,0.5692452782597239,0.4608842672265284,,1.0585924329916945,0.6564937046823892,0.8053020203609069,0.658385518304123,0.1675860946293786
82,72.0,0.6312937198031248,0.5426850065819055,0.5890255715290543,0.612699081322065,0.5793341723583466,0.5499025568363227,0.45442440285376745,,1.12066283546162,0.6510799013975755,0.7903540567357459,0.6521461304879528,0.18601568544055191
83,73.0,0.5866487984376506,0.6110292760393564,0.5773128465776524,0.6085609462754572,0.6113569176397143,0.6069329463021739,0.42286395767632173,,1.0494423905266113,0.6179217055229553,0.8054628896488122,0.6497532674646705,0.1674059907919491
84,74.0,0.6249057831694337,0.5423478158898237,0.621881292822892,0.6244469376909675,0.6533698377455087,0.5866664279843601,0.44534719432693753,,1.0164776252361531,0.6276735541866317,0.8986313087486428,0.664174777780135,0.16805429201750646
85,75.0,0.6317233500267204,0.5193983387972878,0.6482230961791218,0.6835234370367507,0.6357399444508086,0.5861795639750291,0.42631373616928375,,1.1655648614885836,0.6800600870423489,0.8795667661054423,0.6856293181271376,0.2053579266005594
86,76.0,0.6375137634325513,0.5836929497925908,0.6193925221745222,0.6154017208633641,0.6235162806430836,0.5608595619638408,0.41152253206134864,,1.1335641350096637,0.534481688497778,0.89019326826708,0.6610138422705824,0.20435910911180674
87,77.0,0.6723336426386195,0.5888034241851835,0.6186562400703808,0.6153677429505358,0.5675594605853479,0.5439332608532904,0.437595959414871,,1.1385702212485265,0.6248078371310364,0.8422199246527411,0.6649847713730533,0.19539881752520838
88,78.0,0.6244066489838,0.5565747252075213,0.5879446810783948,0.6074503205786749,0.5665429120962302,0.45856549270860336,0.4310725647891631,,1.147639011731175,0.6196658909827809,0.8728398006783336,0.6472702048834678,0.21206233897976184
89,79.0,0.5828379676932387,0.6019482467835667,0.591543242499056,0.6690222790797357,0.4879077417160529,0.4767138539834829,0.428283353644914,,1.044705131889173,0.5911523982458433,0.857314818023013,0.6331429033558077,0.18721704786706095
90,80.0,0.5314032471597668,0.601794330259815,0.5570736435893571,0.677250437567002,0.5181258255213338,0.5262803847877033,0.41085354848313127,,1.017249988661357,0.5989532013147412,0.8208517068186544,0.6259836314162863,0.17529531043662552
91,81.0,0.6742057900043344,0.5707392295605905,0.5823958897609305,0.626560145739052,0.5731040391134926,0.5345588372014684,0.4136353604671736,,1.0546600352725362,0.5882512972346774,0.8072576679991083,0.6425368292353364,0.1760149796610301
92,82.0,0.6390033340220835,0.5291784968893838,0.5681302543022414,0.6130239996578534,0.47490046344871056,0.4613648295084831,0.4172418390312679,,1.0704414814481635,0.6184764440069414,0.75278845352561,0.6144549595840739,0.18823856612291667
93,83.0,0.6659600974957421,0.6529517637924296,0.5757968204444799,0.6422346288935279,0.49883371259858766,0.5201788593604274,0.4779932718438502,,0.9909025935588619,0.5288775251079334,0.7467375344572514,0.6300466807553092,0.15325468029974734
94,84.0,,0.4566196366726866,0.573216537529078,0.5903368941284876,0.46933018220923944,0.4709273671669657,0.4321722292013017,,,0.566345980167834,0.706535611838541,0.5331855548642668,0.09261150310716483
95,85.0,,0.4480458426986798,0.5393696229770452,0.6145685729326016,0.4460074249761571,0.4701129429509601,0.36418954797730446,,,0.5745582424098811,0.7207602050719942,0.522201550249328,0.11337598749314265
96,86.0,,0.5457470188015013,0.5575695869789687,0.5357981995733211,0.40588012333995743,0.44387229960491126,0.41845660912139215,,,0.5731273919218685,,0.49720731847741717,0.07146068226148057
97,87.0,,0.5435308703880648,0.5979532785719017,0.644809618398582,0.3895297629849951,0.4233898406594205,0.4680779503235458,,,0.541318784096532,,0.5155157293461489,0.09271236073251109
98,88.0,,0.4182446534817901,0.5862401689330541,0.6324431402933295,0.3456666589420378,0.4143740906486123,,,,0.4793932781496141,,0.4793936650747396,0.1101725701780124
99,89.0,,0.5091594741652543,0.5341938283426745,0.6097745422394439,0.39689511890640194,0.49116506981187086,,,,0.48271745324542986,,0.5039842477851791,0.06959263973178124
100,90.0,,0.5228806488960819,0.5496702632594994,0.5213311587671912,0.4243161421794973,0.4523407878137734,,,,0.5070623987932394,,0.4962668999515471,0.04777318407268852
